Filename,Title,Keywords
big project 03 27973_FINAL.eps,Abstract Circuit Node Icon Set,"circuit, node, network, technology, connectivity, digital, electronic, system, data, link, connection, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, engineering, processor, hardware, infrastructure, web, communication, web, chip, integrated, logic, complex, flow, structure, pattern, abstract, tech, information, path, computing, binary, interface"
big project 03 27974_FINAL.eps,Interconnected Link Node Icon Set,"link, node, connection, network, structure, interconnected, tech, digital, data, communication, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, engineering, web, interface, flow, path, integrated, system, infrastructure, bridge, binding, mesh, topology, computing, technology, abstract, pattern, element, design, business, corporate, logic, synchronization"
big project 03 27975_FINAL.eps,Space Exploration Rocket Icon Set,"space, rocket, satellite, exploration, cosmos, orbit, launch, astronomy, technology, science, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, aerospace, ship, star, galaxy, travel, discovery, innovation, future, engineering, mission, flight, navigation, universe, comet, astrophysics, program, research, data, communication, orbiting, science"
big project 03 27976_FINAL.eps,Document Growth Chart Icon Set,"document, chart, growth, report, business, financial, data, analysis, statistics, performance, paper, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, finance, corporate, management, success, increase, trend, bar, graph, accounting, admin, file, information, planning, strategy, results, summary, evaluation, metrics, dashboard, planning, office"
big project 03 27977_FINAL.eps,Business Dashboard Analytics Icon Set,"dashboard, analytics, business, data, statistics, report, finance, management, interface, ui, ux, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, graphic, software, analysis, metrics, chart, graph, pie, growth, strategy, planning, corporate, application, panel, control, monitoring, tracking, business, information, visual, insight, development, summary, results, efficiency"
big project 03 27978_FINAL.eps,Financial Analytics Chart Icon Set,"analytics, chart, graph, finance, business, data, statistics, trend, growth, performance, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, accounting, management, strategy, economy, market, analysis, report, bar, line, comparison, valuation, investing, corporate, planning, metrics, results, summary, evaluation, insight, success, profit, calculation, tracking"
big project 03 27979_FINAL.eps,Document Analytics Growth Icon Set,"document, analytics, growth, report, business, data, file, chart, bar, metrics, performance, icon, symbol, set, gradient, colorful, outline, linear, minimal, modern, ui, ux, graphic, finance, statistics, management, corporate, analysis, strategy, planning, office, admin, results, summary, valuation, trend, information, evaluation, insight, success, profit, tracking, calculation, monitoring"
big project 03 27980_FINAL.eps,Business Dashboard Analytics Interface Icons,"dashboard, analytics, business, data, interface, icons, finance, management, charts, graphs, statistics, software, development, digital, information, reports, business, performance, monitoring, metrics, ui, ux, design, symbols, corporate, strategy, planning, marketing, sales, growth, trends, analysis, web, app, modern, flat, graphic, set, collection, element, business, view, panel, summary, insight"
big project 03 27981_FINAL.eps,Bar Chart Growth Progress Icons,"chart, bar, growth, progress, statistics, data, business, finance, analysis, marketing, success, performance, visual, report, metrics, trend, economy, money, investment, profit, digital, graph, information, development, planning, strategy, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, results, comparison, scale, level, increase, up"
big project 03 27982_FINAL.eps,Statistical Data Bar Chart Icons,"chart, bar, statistics, data, analysis, finance, business, growth, metrics, report, graph, visual, information, marketing, performance, trends, economy, investment, profit, digital, planning, strategy, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, results, comparison, scale, level, increase, up, database, research, audit, math"
big project 03 27983_FINAL.eps,Rocket Launch Innovation Icons,"rocket, launch, innovation, startup, space, satellite, technology, growth, business, success, future, science, exploration, orbital, speed, progress, marketing, strategy, development, digital, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, boost, startup, venture, creative, science, engineering, galaxy, orbit, travel, dynamic, vision, mission, ascent"
big project 03 27984_FINAL.eps,Team Performance Analytics Icons,"team, performance, analytics, group, management, leadership, business, data, statistics, human, resource, hr, charts, growth, metrics, report, marketing, strategy, development, digital, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, results, comparison, scale, level, collaboration, staff, personnel, workforce, analysis, review, evaluation"
big project 03 27985_FINAL.eps,Hierarchical Data Structure Icons,"hierarchy, data, structure, organization, flow, network, business, management, charts, diagram, process, system, logic, strategy, development, digital, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, planning, analysis, database, infrastructure, levels, nodes, connections, mapping, scheme, layout, architecture, framework, model, base, origin"
big project 03 27986_FINAL.eps,Financial Bar Graph Analytics Icons,"finance, graph, bar, analytics, data, business, growth, metrics, report, statistics, visual, information, marketing, performance, trends, economy, investment, profit, digital, planning, strategy, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, results, comparison, scale, level, increase, up, fiscal, money, capital, budget, accounting"
big project 03 27987_FINAL.eps,Group Data Analysis Visual Icons,"group, data, analysis, visual, icons, team, management, business, statistics, human, resource, charts, growth, metrics, report, marketing, strategy, development, digital, ui, ux, design, set, collection, modern, flat, graphic, symbol, element, corporate, summary, results, comparison, scale, level, collaboration, staff, personnel, workforce, review, evaluation, insight, people, meeting"
big project 03 27988_FINAL.eps,Modular Data Block Structure Icons,"modular, data, block, structure, grid, system, business, management, charts, information, process, logic, strategy, development, digital, ui, ux, design, icons, set, collection, modern, flat, graphic, symbol, element, corporate, summary, planning, analysis, database, infrastructure, levels, nodes, connections, mapping, scheme, layout, architecture, framework, model, base, unit, stack"
big project 03 27989_FINAL.eps,Corporate Data Trend Bar Icons,"corporate, data, trend, bar, icons, business, growth, metrics, report, statistics, visual, information, marketing, performance, analysis, economy, investment, profit, digital, planning, strategy, ui, ux, design, set, collection, modern, flat, graphic, symbol, element, summary, results, comparison, scale, level, increase, up, finance, money, capital, budget, accounting, dashboard, panel"
big project 03 27990_FINAL.eps,Data Visualization Chart Icon Set,"chart, data, graph, statistics, analysis, business, icon, set, gradient, outline, digital, ui, ux, infographic, finance, report, marketing, growth, metrics, bar, diagram, symbol, web, app, dashboard, corporate, visual, modern, minimalist, flat, design, graphic, information, strategy, performance, trend, insight, planning, research, presentation, element, interface, display, commercial, smart"
big project 03 27991_FINAL.eps,Global Satellite Communication Icon Set,"satellite, global, space, communication, orbit, technology, icon, set, network, connectivity, connection, data, internet, signal, broadcast, telecom, science, research, innovation, digital, modern, gradient, outline, ui, ux, web, app, design, graphic, symbol, element, world, earth, tracking, navigation, telemetry, wireless, transmission, advanced, industry, aerospace, system, infrastructure, smart, future"
big project 03 27992_FINAL.eps,Advanced Data Bar Graph Icon Collection,"bar, graph, data, analytics, statistics, report, growth, business, finance, icon, set, gradient, outline, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, marketing, trend, insight, strategy, performance, planning, research, presentation, element, interface, display, commercial, modern, minimalist, design, graphic, scale, comparison, level, result"
big project 03 27993_FINAL.eps,Audit Asset System Report Icon Set,"audit, asset, system, report, document, financial, compliance, data, chart, icon, set, gradient, outline, business, management, analysis, monitoring, tracking, security, verification, process, office, professional, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, strategy, performance, planning, research, element, interface, display, commercial, modern, design"
big project 03 27994_FINAL.eps,Data Analysis Search Report Icon Set,"analysis, search, report, data, magnifying, glass, audit, research, finance, chart, icon, set, gradient, outline, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, business, marketing, trend, insight, strategy, performance, planning, element, interface, display, commercial, modern, minimalist, design, graphic, investigation, review, evaluation"
big project 03 27995_FINAL.eps,Minimalist Bar Graph Chart Icon Set,"minimalist, bar, graph, data, chart, statistics, analysis, business, icon, set, gradient, outline, digital, ui, ux, infographic, finance, report, marketing, growth, metrics, diagram, symbol, web, app, dashboard, corporate, visual, modern, flat, design, graphic, information, strategy, performance, trend, insight, planning, research, presentation, element, interface, display, commercial"
big project 03 27996_FINAL.eps,Responsive Bar Graph UI Icon Set,"responsive, bar, graph, data, chart, ui, ux, icon, set, gradient, outline, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, business, marketing, growth, trend, insight, strategy, performance, planning, research, presentation, element, interface, display, commercial, modern, minimalist, design, graphic, structure, layout, statistics, analysis, scale"
big project 03 27997_FINAL.eps,Secure Data Protection Shield Icon Set,"security, shield, data, protection, cybersecurity, chart, graph, bar, icon, set, gradient, outline, business, finance, analysis, monitoring, safety, trust, privacy, defense, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, strategy, performance, planning, research, element, interface, display, commercial, modern, design, graphic, encryption, integrity"
big project 03 27998_FINAL.eps,Secure Data Growth Shield Icon Set,"secure, growth, shield, data, performance, trend, chart, graph, bar, icon, set, gradient, outline, business, finance, analysis, monitoring, safety, trust, privacy, defense, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, strategy, planning, research, element, interface, display, commercial, modern, design, graphic, scale, increase"
big project 03 27999_FINAL.eps,Financial Data Shield Protection Icons,"financial, data, shield, protection, report, chart, graph, bar, icon, set, gradient, outline, business, finance, analysis, monitoring, safety, trust, privacy, defense, ui, ux, digital, web, app, dashboard, visual, information, metrics, diagram, symbol, corporate, strategy, performance, planning, research, element, interface, display, commercial, modern, design, graphic, banking, security"
big project 03 28500_FINAL.eps,Network Hub Connection Icons,"network, hub, connection, link, digital, technology, data, internet, communication, web, node, system, tech, infrastructure, online, symbol, sign, icon, set, graphic, design, gradient, colorful, outline, minimalist, modern, business, concept, server, cloud, information, computing, interface, element, isolated, simple, flat, style, ui, ux, software, application, development, structure, flow"
big project 03 28001_FINAL.eps,Data Analytics Bar Chart Icons,"chart, bar, analytics, data, graph, business, finance, report, statistics, growth, marketing, performance, indicator, dashboard, metric, visual, analysis, information, digital, tech, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, business, management, strategy, planning, isolated, simple, flat, style, element, report"
big project 03 28002_FINAL.eps,Global Satellite Communication Icons,"satellite, globe, earth, communication, space, technology, global, network, internet, signal, orbit, tech, digital, broadcast, telecom, data, science, connection, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, business, concept, information, isolated, simple, flat, style, element, world, wireless, connectivity"
big project 03 28003_FINAL.eps,Bar Chart Performance Icons,"chart, bar, performance, growth, trend, data, business, finance, report, statistics, marketing, indicator, dashboard, metric, visual, analysis, information, digital, tech, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, business, management, strategy, planning, isolated, simple, flat, style, element, report"
big project 03 28004_FINAL.eps,Database Transfer Exchange Icons,"database, transfer, exchange, data, storage, sync, arrows, network, migration, cloud, server, information, tech, digital, computing, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, business, management, isolated, simple, flat, style, element, structure, flow, backend, system, technology, hosting"
big project 03 28005_FINAL.eps,Coding Software Development Icons,"code, coding, programming, software, development, gear, brackets, syntax, web, developer, engineering, tech, digital, computing, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, application, business, isolated, simple, flat, style, element, language, script, technical, computer, automation, process, tools, builder"
big project 03 28006_FINAL.eps,Numbered List Checklist Icons,"list, checklist, numbered, task, management, planning, organizer, workflow, todo, schedule, agenda, data, business, productivity, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, application, isolated, simple, flat, style, element, note, paper, document, info, check, steps, sequence, priority, count"
big project 03 28007_FINAL.eps,Square Frame Border Icons,"frame, border, square, crop, selection, tool, box, ui, design, graphic, interface, layout, container, shape, icon, symbol, set, gradient, colorful, outline, minimalist, modern, ux, software, application, isolated, simple, flat, style, element, photography, editing, size, dimension, format, geometry, structure, area, boundary, focus, marker, display"
big project 03 28008_FINAL.eps,Database Refresh Sync Icons,"database, refresh, sync, data, update, arrows, storage, backup, server, cloud, migration, information, tech, digital, computing, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, business, management, isolated, simple, flat, style, element, structure, flow, backend, system, technology, hosting"
big project 03 28009_FINAL.eps,Data Filter Funnel Icons,"filter, funnel, data, sort, selection, analysis, business, management, refine, process, information, tech, digital, computing, icon, symbol, set, gradient, colorful, outline, minimalist, modern, design, graphic, interface, ui, ux, software, application, isolated, simple, flat, style, element, structure, flow, backend, system, technology, marketing, search, query, results"
big project 03 28010_FINAL.eps,Group Invitation Concept Icons,"people, group, arrow, direction, invitation, team, community, social, connection, navigation, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, business, networking, collaboration, membership, join, add, user, profile, management, corporate, teamwork, communication, interaction, concept, set, collection, button"
big project 03 28011_FINAL.eps,Global Location Tracking Icons,"globe, location, pin, signal, map, gps, tracking, world, navigation, earth, internet, wireless, connection, global, international, travel, position, network, communication, data, technology, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, business, logistics, service, find, search, point"
big project 03 28012_FINAL.eps,Hand Holding Package Delivery Icons,"hand, package, delivery, shipping, logistics, courier, ecommerce, parcel, box, service, transport, tracking, business, commerce, supply, chain, order, receive, sending, cargo, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, support, customer, shipping, fulfillment, post, mail"
big project 03 28013_FINAL.eps,Package Inspection Concept Icons,"package, magnifying, glass, inspection, control, quality, check, security, analysis, logistics, shipping, ecommerce, box, parcel, examine, search, detail, safety, verification, business, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, audit, review, investigation, testing, management, service, protection"
big project 03 28014_FINAL.eps,List and Text Formatting Icons,"list, text, document, format, alignment, lines, paragraph, writing, editor, note, data, structure, layout, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, organization, content, management, processing, code, file, style, typography, settings, menu, option, bullet, points"
big project 03 28015_FINAL.eps,Network Node Connection Icons,"node, network, connection, link, structure, graph, molecule, data, technology, communication, web, system, tech, infrastructure, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, application, ui, ux, element, science, physics, development, architecture, hub, point, central, relay, integrated, complex, digital, connectivity"
big project 03 28016_FINAL.eps,Code Development Gear Icons,"code, programming, gear, development, software, automation, configuration, settings, bracket, html, script, tech, engineering, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, computer, developer, backend, frontend, tool, mechanism, optimize, process, function, language, system"
big project 03 28017_FINAL.eps,Hyperlink Connection Chain Icons,"link, chain, connection, hyperlink, web, internet, security, relationship, bond, attachment, join, network, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, application, ui, ux, element, data, browser, site, url, path, integration, strength, coupling, locked, fasten, hardware, metal, communication"
big project 03 28018_FINAL.eps,Global Location Signal Icons,"globe, location, pin, signal, waves, earth, worldwide, connectivity, geolocation, gps, navigation, mapping, internet, wireless, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, technology, tracking, position, travel, international, area, range, broadcast, transmit, network, service"
big project 03 28019_FINAL.eps,Simple Magnifying Glass Search Icons,"magnifying, glass, search, find, zoom, investigation, focus, observation, look, explore, query, interface, design, graphic, symbol, sign, minimal, modern, gradient, colorful, monochrome, linear, outline, digital, web, application, ui, ux, element, tool, discovery, analysis, examine, magnify, detect, browse, filter, find, locate, spot, view, lens"
big project 03 28020_FINAL.eps,Set of Modern Geometric Arrow Frame Icons,"arrow, frame, navigation, ui, web, design, icon, minimalist, graphic, symbol, direction, pointer, interface, modern, shape, square, border, line, outline, gradient, colorful, set, collection, digital, element, button, creative, style, simple, art, sign, path, flow, motion, action, layout, template, business, application, software, development, technology, concept, visual, minimal"
big project 03 28021_FINAL.eps,Download Button Icon Set in Various Styles,"download, icon, button, interface, web, ui, file, data, transfer, arrow, install, upload, save, gradient, line, outline, minimalist, graphic, design, symbol, digital, internet, software, app, technology, modern, set, collection, business, navigation, action, element, simple, creative, art, sign, loading, process, storage, cloud, server, user, experience, webpage, template"
big project 03 28022_FINAL.eps,Crossed Arrows Directional Icon Set,"arrows, crossed, direction, choice, decision, path, alternative, navigation, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, strategy, planning, action, element, simple, creative, art, sign, flow, motion, diverge, split, cross, indicator, pointer, application, software, webpage"
big project 03 28023_FINAL.eps,Data Exchange and Financial Swap Icons,"finance, data, exchange, coins, money, trading, investment, swap, arrows, transfer, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, currency, banking, economy, growth, transaction, payment, element, simple, creative, art, sign, flow, management, analysis, application, software"
big project 03 28024_FINAL.eps,Numbered List Checklist Icon Set,"list, checklist, numbered, task, management, organization, todo, planner, ui, web, design, icon, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, productivity, workflow, element, simple, creative, art, sign, check, form, document, notes, application, software, planning, agenda, schedule, item, sequence"
big project 03 28025_FINAL.eps,Location Map Pin Icon Collection,"location, map, pin, navigation, travel, gps, geography, tracking, position, marker, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, destination, address, element, simple, creative, art, sign, point, route, finding, application, software, service, local, place"
big project 03 28026_FINAL.eps,Linked Chain Connection Icon Set,"chain, link, connection, connectivity, integration, network, security, web, icon, ui, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, relationship, bond, element, simple, creative, art, sign, hyperlink, internet, data, communication, strength, attachment, application, software, infrastructure, join"
big project 03 28027_FINAL.eps,Shield Security Checkmark Icon Set,"shield, security, checkmark, protection, safety, verification, trust, cyber, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, privacy, guarantee, element, simple, creative, art, sign, approved, valid, shielded, defense, application, software, data, secure, status"
big project 03 28028_FINAL.eps,Minimalist Shield Protection Icon Set,"shield, protection, security, checkmark, privacy, verified, safety, defense, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, business, trust, status, element, simple, creative, art, sign, secure, approved, valid, shielded, application, software, data, protection, guard"
big project 03 28029_FINAL.eps,Business Presentation Success Icon Set,"presentation, business, success, chart, growth, report, analysis, corporate, meeting, icon, ui, web, design, graphic, symbol, gradient, line, outline, minimalist, modern, set, collection, digital, interface, app, technology, manager, leader, element, simple, creative, art, sign, strategy, data, performance, results, planning, marketing, application, software, training, education, professional"
big project 03 28030_FINAL.eps,Document Assessment Icon Set,"document, assessment, magnifying, glass, paper, research, audit, analysis, business, data, review, search, investigation, check, file, information, icon, set, gradient, outline, digital, graphic, symbol, sign, web, ui, ux, design, element, office, work, task, report, examine, detail, professional, modern, flat, style, business, concept, isolated, white, background, collection"
big project 03 28031_FINAL.eps,Global Connection Planet Icon Set,"global, connection, earth, planet, stars, world, international, network, communication, web, internet, tech, digital, business, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, map, sphere, space, universe, technology, modern, flat, style, business, concept, isolated, white, background, collection, wide, reach, growth, future, data, link"
big project 03 28032_FINAL.eps,Location Map Pointer Icon Set,"location, map, pointer, navigation, gps, pin, travel, destination, marker, position, guide, route, find, search, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, place, area, atlas, geography, cartography, street, city, path, way"
big project 03 28033_FINAL.eps,Notification Speech Bubble Icon Set,"notification, speech, bubble, bell, alert, message, chat, communication, reminder, sound, ping, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, social, update, news, announcement, warning, sound, ring, notice, talk, feedback, inbox"
big project 03 28034_FINAL.eps,Business Meeting Discussion Icon Set,"business, meeting, discussion, table, people, team, collaboration, corporate, conference, strategy, management, leadership, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, office, work, modern, flat, style, isolated, white, background, collection, professional, group, session, planning, staff, human, resource, cooperation, negotiation"
big project 03 28035_FINAL.eps,File Compression Icon Set,"file, compression, document, arrows, shrink, data, size, reduce, storage, archive, format, zip, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, management, optimization, technical, computer, software, transfer, compact, load, transfer, efficiency"
big project 03 28036_FINAL.eps,Office Printer Document Icon Set,"printer, document, paper, printing, office, work, equipment, hardware, copy, scan, output, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, production, machine, device, technology, document, print, task, job, admin, workplace"
big project 03 28037_FINAL.eps,Toggle Switch Selection Icon Set,"toggle, switch, selection, checkbox, check, on, off, settings, ui, interface, control, button, icon, set, gradient, outline, graphic, symbol, sign, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, option, choice, activation, input, form, action, state, click, box, checked, enabled"
big project 03 28038_FINAL.eps,Euro Currency Coin Icon Set,"euro, currency, coin, money, finance, cash, banking, economy, investment, payment, wealth, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, trade, market, capital, budget, profit, eurozone, currency, financial, credit, value, account"
big project 03 28039_FINAL.eps,Route Path Navigation Icon Set,"route, path, navigation, destination, marker, gps, travel, journey, direction, map, line, icon, set, gradient, outline, graphic, symbol, sign, ui, ux, design, element, web, digital, business, modern, flat, style, isolated, white, background, collection, gps, tracking, location, way, trip, distance, transport, guide, flow, progression, tracking"
big project 03 28040_FINAL.eps,GPS Navigation Route Map Pin Icon Set,"gps, location, navigation, map, pin, route, path, marker, travel, direction, destination, tracking, position, traveling, mobile, interface, app, web, design, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, digital, technology, gps, navigation, locator, wayfinding, gps, navigation, gps, navigation, gps, navigation, gps"
big project 03 28041_FINAL.eps,Add User Contact Profile Icon Set,"user, account, profile, add, plus, new, member, contact, person, people, social, network, create, register, signup, login, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, user, account, profile, add, plus, new, member, contact, person, people, social, network"
big project 03 28042_FINAL.eps,Business Presentation Speaker Icon Set,"presentation, business, speaker, chart, graph, training, education, meeting, conference, lecture, teaching, corporate, management, strategy, data, analysis, report, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, presentation, business, speaker, chart, graph, training, education, meeting, conference, lecture"
big project 03 28043_FINAL.eps,Disable Toggle Switch Icon Set,"toggle, switch, off, disable, cross, cancel, ui, ux, interface, settings, control, button, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, toggle, switch, off, disable, cross, cancel, ui, ux, interface, settings, control, button, web, app, digital, graphic"
big project 03 28044_FINAL.eps,Audience Insight Eye Icon Set,"audience, insight, eye, vision, visibility, monitoring, analytics, data, people, group, watching, view, observe, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, audience, insight, eye, vision, visibility, monitoring, analytics, data, people, group, watching, view"
big project 03 28045_FINAL.eps,File Sync Update Reload Icon Set,"file, sync, reload, update, refresh, document, data, cloud, transfer, cycle, loop, rotate, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, file, sync, reload, update, refresh, document, data, cloud, transfer, cycle, loop, rotate"
big project 03 28046_FINAL.eps,Audio Equalizer Slider Control Icon Set,"audio, equalizer, slider, control, sound, music, settings, adjust, media, player, volume, level, engineering, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, audio, equalizer, slider, control, sound, music, settings, adjust, media, player, volume, level"
big project 03 28047_FINAL.eps,Share Social Connection Link Icon Set,"share, social, connection, link, network, nodes, graph, media, interaction, communication, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, share, social, connection, link, network, nodes, graph, media, interaction, communication, interface, web, app, digital"
big project 03 28048_FINAL.eps,GPS Navigation Direction Path Icon Set,"gps, navigation, direction, path, map, pin, location, route, marker, travel, destination, tracking, position, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, gps, navigation, direction, path, map, pin, location, route, marker, travel, destination, tracking, position"
big project 03 28049_FINAL.eps,Document File Folder Stack Icon Set,"document, file, folder, stack, organization, storage, management, data, archive, office, system, interface, web, app, digital, graphic, symbol, sign, icon, set, collection, colorful, gradient, outline, line, minimal, modern, technology, document, file, folder, stack, organization, storage, management, data, archive, office, system, interface, web, app"
big project 03 28050_FINAL.eps,User Account Security Shield Icons,"security, shield, identity, protection, privacy, user, verified, icon, graphic, symbol, digital, safe, authentication, account, data, cyber, internet, web, interface, design, flat, element, button, check, mark, authorized, access, secure, login, profile, safety, trust, software, application, development, modern, minimal, set, collection, isolated, illustration, pictogram, visual, sign, badge"
big project 03 28051_FINAL.eps,Credit Card Payment Lightning Icons,"payment, credit, card, lightning, fast, finance, money, transaction, banking, transfer, commerce, digital, online, shop, economy, icon, graphic, symbol, business, speed, charge, electric, power, swift, checkout, gateway, currency, cash, asset, account, pay, spend, service, app, web, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign"
big project 03 28052_FINAL.eps,Traffic Flow and Data Routing Icons,"traffic, light, data, routing, network, flow, signal, direction, path, internet, management, logistics, transport, control, icon, graphic, symbol, system, communication, infrastructure, digital, web, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, arrow, connection, speed, transfer, load, balancing, server, pathway, optimization, process, business, planning, tech"
big project 03 28053_FINAL.eps,Connected Link Chain Icons,"link, chain, connection, connectivity, network, internet, web, binding, bond, relationship, integration, attachment, join, unified, icon, graphic, symbol, digital, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, technology, communication, data, structure, system, coupling, fastener, metal, strength, solid, modern, minimal, set, collection, business, infrastructure, linkage"
big project 03 28054_FINAL.eps,Center Focus Target Icons,"center, target, focus, square, arrows, alignment, layout, design, interface, web, icon, graphic, symbol, minimal, flat, element, button, isolated, illustration, pictogram, visual, sign, point, direction, inward, geometry, shape, precision, accuracy, goal, objective, central, position, adjustment, navigation, highlight, attention, modern, digital, set, collection, software, development, app"
big project 03 28055_FINAL.eps,Advertising Billboard Display Icons,"billboard, advertising, marketing, display, promotion, media, outdoor, business, board, signage, announcement, icon, graphic, symbol, commercial, digital, web, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, brand, campaign, strategy, communication, publicity, notice, blank, modern, minimal, set, collection, layout, template, space, information, announcing"
big project 03 28056_FINAL.eps,Open Padlock Security Icons,"padlock, lock, open, security, privacy, access, unlocked, safety, protection, unlock, icon, graphic, symbol, digital, web, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, cyber, data, trusted, permission, authorized, modern, minimal, set, collection, software, application, development, safe, status, cybersecurity, password, key"
big project 03 28057_FINAL.eps,Pencil and Ruler Drafting Icons,"pencil, ruler, drafting, design, architecture, education, creative, drawing, measurement, tools, planning, geometry, icon, graphic, symbol, digital, web, interface, flat, element, button, isolated, illustration, pictogram, visual, sign, art, study, engineering, stationary, work, office, instrument, modern, minimal, set, collection, development, concept, sketch, layout, precision, technical, skill"
